Bad_Practices,Good_Practices
<span class=header>Data</span>,<span class='header'>Data</span>
<h1 class='image.jpg'>Text,<h1 class='image.jpg'>Text</h1>
<div class='link.html'>Data,<div class='link.html'>Data</div>
<h3><h2>Hello</h3></h2>,<h2><h3>Hello</h3></h2>
<div>Hello,<div>Hello</div>
<h3 href='width:100px'>Data,<h3 href='width:100px'>Data</h3>
<li class='image.jpg'>Text,<li class='image.jpg'>Text</li>
<table>Hello,<table>Hello</table>
<div><td>Data</div></td>,<td><div>Data</div></td>
<tr href=description>Text</tr>,<tr href='description'>Text</tr>
<p class='header'>Text,<p class='header'>Text</p>
<tr style='description'>Data,<tr style='description'>Data</tr>
<td style='link.html'>List Item,<td style='link.html'>List Item</td>
<h2><tr>Text</h2></tr>,<tr><h2>Text</h2></tr>
<table href='container'>List Item,<table href='container'>List Item</table>
<li id='container'>Title,<li id='container'>Title</li>
<table alt='width:100px'>Content,<table alt='width:100px'>Content</table>
<table><h1>Data</table></h1>,<h1><table>Data</table></h1>
<h1 class='header'>Title,<h1 class='header'>Title</h1>
<h2><td>Text</h2></td>,<td><h2>Text</h2></td>
<span id='header'>Hello,<span id='header'>Hello</span>
<div>Data,<div>Data</div>
<a><ul>Text</a></ul>,<ul><a>Text</a></ul>
<p href='container'>Content,<p href='container'>Content</p>
<span src='container'>Title,<span src='container'>Title</span>
<a class='image.jpg'>Link,<a class='image.jpg'>Link</a>
<a id=width:100px>Text</a>,<a id='width:100px'>Text</a>
<span alt=width:100px>Title</span>,<span alt='width:100px'>Title</span>
<h2>Hello,<h2>Hello</h2>
<li src=width:100px>List Item</li>,<li src='width:100px'>List Item</li>
<td src='header'>Hello,<td src='header'>Hello</td>
<p class=container>Link</p>,<p class='container'>Link</p>
<tr style='link.html'>Link,<tr style='link.html'>Link</tr>
<h1 src='link.html'>Content,<h1 src='link.html'>Content</h1>
<h3 style=width:100px>Link</h3>,<h3 style='width:100px'>Link</h3>
<p style='link.html'>Data,<p style='link.html'>Data</p>
<table src='description'>Title,<table src='description'>Title</table>
<div href='link.html'>Title,<div href='link.html'>Title</div>
<span id='link.html'>Title,<span id='link.html'>Title</span>
<h1 class='width:100px'>Hello,<h1 class='width:100px'>Hello</h1>
<p class='width:100px'>Content,<p class='width:100px'>Content</p>
<table src='link.html'>Title,<table src='link.html'>Title</table>
<li style=image.jpg>Title</li>,<li style='image.jpg'>Title</li>
<h1 alt='description'>List Item,<h1 alt='description'>List Item</h1>
<td alt='container'>Text,<td alt='container'>Text</td>
<h1><span>List Item</h1></span>,<span><h1>List Item</h1></span>
<h3 href=container>List Item</h3>,<h3 href='container'>List Item</h3>
<table id='link.html'>Link,<table id='link.html'>Link</table>
<h3>Hello,<h3>Hello</h3>
<li>Data,<li>Data</li>
<table class='container'>Hello,<table class='container'>Hello</table>
<ul style='image.jpg'>Title,<ul style='image.jpg'>Title</ul>
<ul class='description'>List Item,<ul class='description'>List Item</ul>
<table><h3>Hello</table></h3>,<h3><table>Hello</table></h3>
<span alt='width:100px'>Data,<span alt='width:100px'>Data</span>
<a alt='link.html'>Text,<a alt='link.html'>Text</a>
<a alt='link.html'>Hello,<a alt='link.html'>Hello</a>
<li src=link.html>Content</li>,<li src='link.html'>Content</li>
<td alt='image.jpg'>Content,<td alt='image.jpg'>Content</td>
<ul id='description'>Hello,<ul id='description'>Hello</ul>
<span class=container>Title</span>,<span class='container'>Title</span>
<h3><table>List Item</h3></table>,<table><h3>List Item</h3></table>
<td href='description'>Content,<td href='description'>Content</td>
<a id='description'>Link,<a id='description'>Link</a>
<tr src=header>Data</tr>,<tr src='header'>Data</tr>
<a href='description'>List Item,<a href='description'>List Item</a>
<div src=width:100px>Hello</div>,<div src='width:100px'>Hello</div>
<h3 alt='container'>List Item,<h3 alt='container'>List Item</h3>
<h3 id='description'>Data,<h3 id='description'>Data</h3>
<p class=link.html>Content</p>,<p class='link.html'>Content</p>
<span style='link.html'>Text,<span style='link.html'>Text</span>
<a src=image.jpg>Content</a>,<a src='image.jpg'>Content</a>
<li style='description'>List Item,<li style='description'>List Item</li>
<table id='header'>Content,<table id='header'>Content</table>
<tr id='description'>Link,<tr id='description'>Link</tr>
<table class=link.html>Text</table>,<table class='link.html'>Text</table>
<p style='header'>Link,<p style='header'>Link</p>
<td style='width:100px'>Text,<td style='width:100px'>Text</td>
<div style='container'>List Item,<div style='container'>List Item</div>
<table id='link.html'>Text,<table id='link.html'>Text</table>
<a>Title,<a>Title</a>
<h2 class=width:100px>Title</h2>,<h2 class='width:100px'>Title</h2>
<span><tr>Content</span></tr>,<tr><span>Content</span></tr>
<tr><span>Data</tr></span>,<span><tr>Data</tr></span>
<p style='header'>Hello,<p style='header'>Hello</p>
<ul id='link.html'>List Item,<ul id='link.html'>List Item</ul>
<td alt='image.jpg'>Data,<td alt='image.jpg'>Data</td>
<ul>List Item,<ul>List Item</ul>
<h2 style='description'>Title,<h2 style='description'>Title</h2>
<p><ul>List Item</p></ul>,<ul><p>List Item</p></ul>
<span src='width:100px'>Data,<span src='width:100px'>Data</span>
<a>Text,<a>Text</a>
<p src='link.html'>Title,<p src='link.html'>Title</p>
<h3 href='container'>List Item,<h3 href='container'>List Item</h3>
<h2><table>Title</h2></table>,<table><h2>Title</h2></table>
<ul>Text,<ul>Text</ul>
<h2 id='description'>Data,<h2 id='description'>Data</h2>
<a alt='description'>Title,<a alt='description'>Title</a>
<h3 style='width:100px'>Title,<h3 style='width:100px'>Title</h3>
<table id='width:100px'>Content,<table id='width:100px'>Content</table>
<h2 class='link.html'>Title,<h2 class='link.html'>Title</h2>
<tr style='image.jpg'>Title,<tr style='image.jpg'>Title</tr>
<a>List Item,<a>List Item</a>
<a class='image.jpg'>Text,<a class='image.jpg'>Text</a>
<p id=header>List Item</p>,<p id='header'>List Item</p>
<li href='container'>Hello,<li href='container'>Hello</li>
<table><div>Data</table></div>,<div><table>Data</table></div>
<div style=container>Data</div>,<div style='container'>Data</div>
<h2 class='header'>Text,<h2 class='header'>Text</h2>
<h1 src='header'>Content,<h1 src='header'>Content</h1>
<ul alt=width:100px>Text</ul>,<ul alt='width:100px'>Text</ul>
<td href='container'>Link,<td href='container'>Link</td>
<h1><ul>Text</h1></ul>,<ul><h1>Text</h1></ul>
<li style=container>Link</li>,<li style='container'>Link</li>
<h3 alt='link.html'>Hello,<h3 alt='link.html'>Hello</h3>
<div style='header'>Text,<div style='header'>Text</div>
<p>Link,<p>Link</p>
<tr class=link.html>Link</tr>,<tr class='link.html'>Link</tr>
<h3 src='description'>Title,<h3 src='description'>Title</h3>
<li id=width:100px>Content</li>,<li id='width:100px'>Content</li>
<span src='description'>Content,<span src='description'>Content</span>
<h3><a>List Item</h3></a>,<a><h3>List Item</h3></a>
<td id='link.html'>Data,<td id='link.html'>Data</td>
<div><td>Text</div></td>,<td><div>Text</div></td>
<span>Link,<span>Link</span>
<td src='header'>Link,<td src='header'>Link</td>
<h1 id='header'>List Item,<h1 id='header'>List Item</h1>
<ul class='description'>Link,<ul class='description'>Link</ul>
<h2 style=image.jpg>Content</h2>,<h2 style='image.jpg'>Content</h2>
<p src='header'>Title,<p src='header'>Title</p>
<table class=width:100px>Content</table>,<table class='width:100px'>Content</table>
<p><ul>Title</p></ul>,<ul><p>Title</p></ul>
<ul src='width:100px'>Data,<ul src='width:100px'>Data</ul>
<h1 style='width:100px'>Content,<h1 style='width:100px'>Content</h1>
<table src='image.jpg'>Link,<table src='image.jpg'>Link</table>
<td href='description'>Title,<td href='description'>Title</td>
<h3 class='width:100px'>Title,<h3 class='width:100px'>Title</h3>
<table src=container>Link</table>,<table src='container'>Link</table>
<p alt='header'>Link,<p alt='header'>Link</p>
<tr class='description'>Data,<tr class='description'>Data</tr>
<span alt='container'>Title,<span alt='container'>Title</span>
<a href='image.jpg'>Data,<a href='image.jpg'>Data</a>
<a id='image.jpg'>Content,<a id='image.jpg'>Content</a>
<ul src='container'>Link,<ul src='container'>Link</ul>
<ul><tr>Link</ul></tr>,<tr><ul>Link</ul></tr>
<span><ul>Content</span></ul>,<ul><span>Content</span></ul>
<p class='image.jpg'>Hello,<p class='image.jpg'>Hello</p>
<span alt=description>List Item</span>,<span alt='description'>List Item</span>
<table href='width:100px'>Text,<table href='width:100px'>Text</table>
<h1 id='image.jpg'>Text,<h1 id='image.jpg'>Text</h1>
<tr alt='link.html'>List Item,<tr alt='link.html'>List Item</tr>
<table id='container'>Link,<table id='container'>Link</table>
<h1 href='container'>Title,<h1 href='container'>Title</h1>
<h1 alt='link.html'>Title,<h1 alt='link.html'>Title</h1>
<li alt='image.jpg'>Content,<li alt='image.jpg'>Content</li>
<li class='container'>Link,<li class='container'>Link</li>
<h3 id='image.jpg'>Text,<h3 id='image.jpg'>Text</h3>
<a style='image.jpg'>Title,<a style='image.jpg'>Title</a>
<h3><h2>List Item</h3></h2>,<h2><h3>List Item</h3></h2>
<h1 style='width:100px'>Text,<h1 style='width:100px'>Text</h1>
<span src='link.html'>Content,<span src='link.html'>Content</span>
<td src='width:100px'>Title,<td src='width:100px'>Title</td>
<table src='link.html'>Content,<table src='link.html'>Content</table>
<li src='description'>Link,<li src='description'>Link</li>
<a src=header>Content</a>,<a src='header'>Content</a>
<ul class='header'>Link,<ul class='header'>Link</ul>
<ul alt='width:100px'>Title,<ul alt='width:100px'>Title</ul>
<ul><a>Link</ul></a>,<a><ul>Link</ul></a>
<h1 src=width:100px>Data</h1>,<h1 src='width:100px'>Data</h1>
<p style='description'>Content,<p style='description'>Content</p>
<table id='image.jpg'>Data,<table id='image.jpg'>Data</table>
<td><div>Text</td></div>,<div><td>Text</td></div>
<ul id='header'>Hello,<ul id='header'>Hello</ul>
<table src=link.html>Data</table>,<table src='link.html'>Data</table>
<table>Text,<table>Text</table>
<ul class='width:100px'>List Item,<ul class='width:100px'>List Item</ul>
<div><h3>Hello</div></h3>,<h3><div>Hello</div></h3>
<table alt=image.jpg>Text</table>,<table alt='image.jpg'>Text</table>
<tr id='container'>Title,<tr id='container'>Title</tr>
<td class='header'>List Item,<td class='header'>List Item</td>
<tr src='description'>Link,<tr src='description'>Link</tr>
<td href='image.jpg'>Link,<td href='image.jpg'>Link</td>
<h3><div>List Item</h3></div>,<div><h3>List Item</h3></div>
<ul><h2>Text</ul></h2>,<h2><ul>Text</ul></h2>
<h3 href=description>List Item</h3>,<h3 href='description'>List Item</h3>
<td>Text,<td>Text</td>
<h1><div>Content</h1></div>,<div><h1>Content</h1></div>
<span class='link.html'>Hello,<span class='link.html'>Hello</span>
<table href=description>Hello</table>,<table href='description'>Hello</table>
<ul href='header'>List Item,<ul href='header'>List Item</ul>
<h1 src='description'>Text,<h1 src='description'>Text</h1>
<tr style=link.html>Title</tr>,<tr style='link.html'>Title</tr>
<div class='width:100px'>Title,<div class='width:100px'>Title</div>
<ul src='link.html'>Content,<ul src='link.html'>Content</ul>
<p src='link.html'>Hello,<p src='link.html'>Hello</p>
<h1 src='image.jpg'>Link,<h1 src='image.jpg'>Link</h1>
<p class=container>Title</p>,<p class='container'>Title</p>
<h1><span>Link</h1></span>,<span><h1>Link</h1></span>
<a><table>Text</a></table>,<table><a>Text</a></table>
<h3><tr>Title</h3></tr>,<tr><h3>Title</h3></tr>
<td class=header>Link</td>,<td class='header'>Link</td>
<tr><ul>Text</tr></ul>,<ul><tr>Text</tr></ul>
<a src='container'>List Item,<a src='container'>List Item</a>
<a><h3>Hello</a></h3>,<h3><a>Hello</a></h3>
<tr><a>Data</tr></a>,<a><tr>Data</tr></a>
<h1 style='container'>Title,<h1 style='container'>Title</h1>
<table class='width:100px'>Content,<table class='width:100px'>Content</table>
<ul id='link.html'>Link,<ul id='link.html'>Link</ul>
<p id='header'>List Item,<p id='header'>List Item</p>
<p><h3>List Item</p></h3>,<h3><p>List Item</p></h3>
<div alt='header'>Hello,<div alt='header'>Hello</div>
<table class='container'>List Item,<table class='container'>List Item</table>
<li alt='link.html'>Content,<li alt='link.html'>Content</li>
<h2 id='link.html'>Text,<h2 id='link.html'>Text</h2>
<p href=container>Content</p>,<p href='container'>Content</p>
<td src='image.jpg'>Title,<td src='image.jpg'>Title</td>
<p alt=header>Hello</p>,<p alt='header'>Hello</p>
<h2 class='link.html'>Text,<h2 class='link.html'>Text</h2>
<p class=description>List Item</p>,<p class='description'>List Item</p>
<ul id='width:100px'>List Item,<ul id='width:100px'>List Item</ul>
<a>Link,<a>Link</a>
<span alt='image.jpg'>Hello,<span alt='image.jpg'>Hello</span>
<div src='link.html'>Title,<div src='link.html'>Title</div>
<a id='header'>Title,<a id='header'>Title</a>
<p style=header>Content</p>,<p style='header'>Content</p>
<span style=image.jpg>Text</span>,<span style='image.jpg'>Text</span>
<li style=header>Data</li>,<li style='header'>Data</li>
<li>Content,<li>Content</li>
<h3><ul>Hello</h3></ul>,<ul><h3>Hello</h3></ul>
<a class=width:100px>List Item</a>,<a class='width:100px'>List Item</a>
<span><p>List Item</span></p>,<p><span>List Item</span></p>
<td href='header'>Text,<td href='header'>Text</td>
<td><a>Content</td></a>,<a><td>Content</td></a>
<ul class='link.html'>Link,<ul class='link.html'>Link</ul>
<p class=header>Title</p>,<p class='header'>Title</p>
<p href=header>Hello</p>,<p href='header'>Hello</p>
<a src=width:100px>List Item</a>,<a src='width:100px'>List Item</a>
<div><ul>Data</div></ul>,<ul><div>Data</div></ul>
<h3 style='width:100px'>Text,<h3 style='width:100px'>Text</h3>
<tr src='container'>Data,<tr src='container'>Data</tr>
<h2><table>List Item</h2></table>,<table><h2>List Item</h2></table>
<h1 class='header'>Text,<h1 class='header'>Text</h1>
<li href=width:100px>List Item</li>,<li href='width:100px'>List Item</li>
<a class='container'>Content,<a class='container'>Content</a>
<tr style='header'>List Item,<tr style='header'>List Item</tr>
<ul alt='container'>Title,<ul alt='container'>Title</ul>
<tr class=width:100px>Link</tr>,<tr class='width:100px'>Link</tr>
<span>Hello,<span>Hello</span>
<tr class=description>List Item</tr>,<tr class='description'>List Item</tr>
<div style=container>Content</div>,<div style='container'>Content</div>
<a src='container'>Data,<a src='container'>Data</a>
<h1 alt='link.html'>List Item,<h1 alt='link.html'>List Item</h1>
<h2 href='image.jpg'>Link,<h2 href='image.jpg'>Link</h2>
<p src='image.jpg'>Hello,<p src='image.jpg'>Hello</p>
<h1 href='description'>Data,<h1 href='description'>Data</h1>
<div src='header'>Content,<div src='header'>Content</div>
<ul><h3>Content</ul></h3>,<h3><ul>Content</ul></h3>
<tr alt='header'>Data,<tr alt='header'>Data</tr>
<td><ul>Content</td></ul>,<ul><td>Content</td></ul>
<h3><li>List Item</h3></li>,<li><h3>List Item</h3></li>
<p style=link.html>Content</p>,<p style='link.html'>Content</p>
<li>List Item,<li>List Item</li>
<span id=description>Title</span>,<span id='description'>Title</span>
<p>Hello,<p>Hello</p>
<p alt='description'>Title,<p alt='description'>Title</p>
<a><h1>Text</a></h1>,<h1><a>Text</a></h1>
<h1 src='width:100px'>List Item,<h1 src='width:100px'>List Item</h1>
<li class='container'>Hello,<li class='container'>Hello</li>
<tr class='link.html'>Hello,<tr class='link.html'>Hello</tr>
<span class='description'>Title,<span class='description'>Title</span>
<td class='link.html'>Title,<td class='link.html'>Title</td>
<h2 style='description'>Hello,<h2 style='description'>Hello</h2>
<p class='link.html'>Hello,<p class='link.html'>Hello</p>
<p><table>Hello</p></table>,<table><p>Hello</p></table>
<td alt=image.jpg>Hello</td>,<td alt='image.jpg'>Hello</td>
<a><h2>Data</a></h2>,<h2><a>Data</a></h2>
<ul><td>Link</ul></td>,<td><ul>Link</ul></td>
<tr id='width:100px'>Content,<tr id='width:100px'>Content</tr>
<tr class='description'>Title,<tr class='description'>Title</tr>
<div id='header'>Hello,<div id='header'>Hello</div>
<ul style='header'>List Item,<ul style='header'>List Item</ul>
<table href='link.html'>Content,<table href='link.html'>Content</table>
<li class='width:100px'>Title,<li class='width:100px'>Title</li>
<span href=image.jpg>Link</span>,<span href='image.jpg'>Link</span>
<span id='container'>Text,<span id='container'>Text</span>
<p alt='image.jpg'>Data,<p alt='image.jpg'>Data</p>
<ul><h1>Hello</ul></h1>,<h1><ul>Hello</ul></h1>
<div class=header>Link</div>,<div class='header'>Link</div>
<li src='width:100px'>Content,<li src='width:100px'>Content</li>
<p><h3>Data</p></h3>,<h3><p>Data</p></h3>
<a alt='width:100px'>Link,<a alt='width:100px'>Link</a>
<span id='image.jpg'>Link,<span id='image.jpg'>Link</span>
<h3>Title,<h3>Title</h3>
<td style='link.html'>Text,<td style='link.html'>Text</td>
<p src='header'>Content,<p src='header'>Content</p>
